Sentiment,News Headline
neutral,it will be operate by nokia   and support by its nokia netact network and service management system
neutral,28 january 2011   finnish technology center operator technopoli oyj hel   tps1vsaid today it will invest eur22 5 m in the construction of the second phase of an office facility in tampere
neutral,comptel corporation will publish its financial statement for 2008 on 12 february 2009
neutral,finnish lt recoil   a company specialise in use oil regeneration   be build a facility in hamina in finland in 2008
neutral,the shop be locate in the capital region and the paijathame region
neutral,the carrier say its area travel agency be to sell most of its outlet to sister chain suomen matkatoimisto smtand use its remain bricksandmortar presence to primarily target business customer go forward
neutral,the annual net sale of the unit be some eur 5 million and it currently employ some 55 people
neutral,on the follow workday customer can check from their home computer how their purchase be divide between different ingredient group   how much energy various product contain and what be the nutritional content of all purchase
neutral,name of company in which holding have be acquire   citycon oyj 2
neutral,basware be headquarter in espoo   finland
neutral,the store be locate in poznan in a shopping center name pestka   the company add
neutral,the other seat would go to edgar edmond   an american with experience of the clothing and retail industry   and christian fischer   an austrian with experience in the winter sport good business
neutral,accord to the act   university can now acquire private funding
neutral,follow its strategy   tikkurila have establish a fullyowne sale company too tikkurila in almaty   kazakhstan   for market decorative paint under the finnish tikkurila brand and the russian tek brand
negative,asian traffic decline by 34 per cent
neutral,ahlstrom s 5700 employee serve customer via sale office and production facility in more than 20 country on six continent
neutral,raute   headquarter in nastola   finland   be a technology company serve the wood product industry worldwide
positive,consumer product manufacturer fiskars corp will open a distribution and warehouse center in southaven   create 100 job
neutral,accord to late information   benefon will launch its twig device on 20 september 2006
neutral,atria will also buy the share of kauhajoen teurastamokiinteistot oy kauhajoki slaughterhouse propertyfrom itikka cooperative
neutral,the joint venture will invest about eur 500000 in production technology straight away
neutral,he will report to capman plc s ceo heikki westerlund
neutral,the price will be specify at the completion date
neutral,a total of   78 million will be invest in the project
neutral,finnish it consultancy satama interactive oyj say on november 13   2006 that jarmo lonnfor take up the position of ceo
neutral,h1 08 h1 07 q2 08 q2 07 in mln euro   unless otherwise state net sale 386 3286 201 1607 operating profit 463 358 232 95 pretax profit 336 269 187 51 net profit 251 254 14 40 eps in euro 220 236 124 038 10 euro    160 wwwcomponentacom
neutral,  nordea s definitely too big for sampo to acquire    say an analyst   but sampo would appear to have an agenda for nordea ahead of the privatisation
neutral,  fix mobile convergence solution represent a key value proposition in today s communication market
neutral,  there be no room to modify the share component as we have already indicate  
neutral,  we could be there
positive,  we be the low bidder and now the final approval be await  
neutral,1 pm central office of nordea bank 19 3ya ulitsa yamskogo polya   build 1 telephone   495 7773477 ext 3932   3931 03022011 unimilk   egm 0304 022011 xvi international businesssummit food business russia 2011 will take place
neutral,128538 share can still be subscribe for with series e share option   max
neutral,15 november 2010   finnish energy company fortum oyj hel   fum1v say today it and partner start negotiation to establish a new operating model for energy supply in the turku region of western finland
neutral,561470 new share under 2003 option right plan packaging company huhtamaki oyj report on monday that a total of 561470 new share of the company have be issue base on share subscription under its 2003 option right plan
neutral,a meeting for the medium and analyst will be hold on the same day at 1030 be at stonesoft headquarters in helsinki   italahdenkatu 22 a the interim report will be present by stonesoft s ceo ilkka hiidenheimo
neutral,a meeting of glisten shareholder to vote on the bid will be hold on 12 march
neutral,a replay will be available until 27 october 2006 in the follow number   us caller   1 6178016888   nonus caller   44 20 7365 8427   access code   2659 5401
neutral,a spokesman say    the food store center   subject to council and local support   could comprise a supermarket or small store and other niche outlet   and this will be firm up follow consultation with the council and local community regard appropriate use and occupier  
neutral,a total of 185 wonderware certify sis be available to integrate and support wonderware product such as intouch   hmi software   industrialsql server historian   wonderware information server   dt analyst software or qi analyst spc software
neutral,a le coq have a market share of 413 percent and rival beverage group saku 321 percent
neutral,about 36   of this come from aspo chemical   39   from aspo shipping and 25   from aspo system
neutral,about 72   of evraz group share be own by lanebrook   whose beneficiary   on the one hand   be millhouse   the hold company for the asset of billionaire roman abramovich and his business partner 50    and evraz executive alexander abramov and alexander frolov 50    on the other
neutral,absolut bank be explore the possibility of far borrow
neutral,aker yards finland will begin use chinese subcontractor at its finnish shipyard
positive,finnish food industry company hk ruokatalo and atria will form a joint venture company call lænsikalkkuna to produce turkey meat
neutral,finnish food industry company lænnen tehtaat be plan change to its fish product business
negative,finnish plumbing and heating system supplier uponor be temporarily lay off its whole workforce in finland for two week as of midjuly 2009
neutral,finnish property investment company citycon plan to issue direct subordinate convertible bond to institutional investor
neutral,in finland   hamina cargo terminal   of finnish nurminen logistic   have purchase a warehouse with ground lease right in the port of hamina
negative,in finland   metal sector company componenta be lay off temporarily the staff of its pori mill from christmas 2008 till 6 january 2009
neutral,member of the hk ruokatalo group in finland   scan   be launch a joint venture slaughterhouse with team ugglarp in sk_ne   southern sweden
neutral,the large construction company in finland   yit corporation   be to acquire 70   of the share in the slovak construction company rede bratislava
negative,accord to aktia asset management   finnish analyst   forecast for 2009 be still too high
neutral,accord to business medium report   usmanov plan to transfer his megafon stake to the statecontrolled svyazinvest   in exchange for a stake in the merged rostelecom
neutral,accord to ceo hannu syrjænen   a new common name and visual identity be require as the group have grow and internationalised
neutral,accord to gallup food and farm fact   beef consumption total 99mn kilo in finland in 2007
neutral,accord to he   construction work will start in spring 2007   and the facility be to be commission in spring 2008
neutral,accord to soosalu   particular attention be pay to resident privacy and security in the design of the aleksandri street building
neutral,accord to statistic by the finnish maritime administration   shipping do not increase much in januaryaugust 2009   however
neutral,accord to the company   a decision in the issue will be make in the summer of 2010   at the early   and in the summer of 2011   at the late
neutral,accord to the company   the layoff will be temporary
neutral,accord to the finnishrussian chamber of commerce   all the major construction company of finland be operate in russia
neutral,accord to the notification   the holding of ameriprice inc and its group company be now in total 808973 share   which represent 3582   of tekla   s share and voting right
neutral,accord to the report   elisa s and dna s joint market share of finland s telecom market be 59  
neutral,after that the two company sit down and sew up the present deal
neutral,after the sale   savcor group ltd will comprise savcor art   a corporate function and an investment in cencorp corporation
neutral,ahlstrom s 5800 employee serve customer via sale office and production facility in more than 20 country on six continent
neutral,ahlstrom s share be quote on the nasdaq omx helsinki
neutral,ahlstrom s share be quote on the nasdaq omx helsinki
neutral,airbus will attempt to evacuate up to 873 people within 90 second
neutral,alexandria   va   june 7   michael g williams of newbury park   calif   have develop a network device
neutral,all right reserve
neutral,all yit capital market day material will be available on the company s internet site at wwwyitgroupcominvestor at 1030 on september 26
neutral,alma medium hold 70   of this company   the remain share be own by the company s key employee
neutral,almost the entire office building will be occupy by metso
neutral,also   westpac be to issue a benchmark   18 month frn deal in euro
neutral,also the development of online business will continue
neutral,altimo previously agree a similar deal with telenor to merge their stake in vimpelcom and kyivstargsm
neutral,as a part of the agreement 10 employee from the john deere forestry documentation function will transfer to dokumentori oy
neutral,as a result   a total of 82 employee would be give notice
neutral,as a result of the transaction   sanoma budapest have acquire a stake in the online store egeszsegbolt
neutral,as an alternative to the share exchange   panostaja offer a full cash consideration at the value of 127 euro   17 per share
negative,as part of the reorganisation measure that will take place in spring 2006   tamglass finton will start personnel negotiation that will affect its entire staff of 33
neutral,as report june 26    both circuit continue to alternately report the track as vacant and then occupy almost constantly from june 17   when part of the track signal device be replace   to the time of the crash   accord to the metro source  
neutral,at 1058 am   outokumpu decline 274 pct to 2487 eur   while the omx helsinki 25 be 055 pct high at 282514 and the omx helsinki add 064 pct to 938689
neutral,at 900 eet alma medium s annual report for 2009 be schedule to be publish in calendar week 9
neutral,at endaugust   sampo be nordea s big shareholder with a 206   stake   follow by the state with 199  
neutral,at first   solteq s service to company operate in the st petersburg area will include maintenance and material management system and datum collection solution
neutral,autotank group be part of aspo s system division
neutral,basware einvoice oy will be merge into the parent company during the present fiscal period
neutral,because the application can be consider as a hack application   it be classify by fsecure as riskware
neutral,before fki   john jiang have work in several general manager or senior business consultant position for international company in china
negative,benefon s target be to lay off temporarily of permanently up to 20   of the salo plant s staff
neutral,besides   pitprodukt will enter the new segment
neutral,bid or offer include at least 1000 share and the value of the share must correspond to at least eur4 000
neutral,capman make its initial investment in oneme in june 2006
neutral,capman say the deal s effect on its cash flow for 2009 total eur3 4 m   but the transaction would not affect its financial result for 2009 as it be execute at fair value
neutral,catalyst segment include refinery catalyst and polyolefin catalyst product category
neutral,componenta be a metal sector company with international operation and production plant locate in finland   the netherlands   sweden and turkey
neutral,comptel corporation sami ervio president and ceo   distribution   nasdaq omx helsinki major medium comptel dynamic oss solution enable telecom service provider to deliver service flexibly and charge they effectively
neutral,consist of seven interconnect unit   mega image s logistic center will be 347 metre in length and 12 metre in height
neutral,construction work on the helsinki music centre be to start this autumn   with the total cost of the project estimate at 140 million euro
neutral,copyright afx news and afx financial news logo be register trademark of afx news limit
neutral,cramo   headquarter in vantaa   finland   rent construction machinery and equipment   as well as rent and sell modular space
neutral,currency conversion be base on exchange rate at the time of the deal
neutral,currently the terminator lur be produce in a subcontract facility in mexico but the manufacturing will be transfer to rapala s factory in shenzhen   china
neutral,destia oy be a finnish infrastructure and construction service company build   maintain and design traffic route   industrial and traffic environment   but also complete living environment
neutral,digia will also set up two subsidiary   digia norway as and digia usa inc
neutral,dutch publisher de vijver say today it have agree to buy a 49   stake in belgian weekly magazine humo from finnish medium company sanoma hel   saa1v
neutral,each share be entitle to one vote
neutral,each year the dividend be deduct from the subscription price
neutral,earning per share eps amount to eur0 01
neutral,earning per share be eur 004 006
neutral,elcoteq have a global network of after market service site which have a long experience in serve consumer electronic and system solution customer
neutral,elcoteq se be list on the nasdaq omx helsinki ltd
neutral,electronic version require 2448 hour as each copy be customize to the client with digital control and custom watermark
neutral,elisa corporation will disclose its financial statement for 2006 on thursday   8 february 2007
neutral,empresa de desarrollo urbano de quito   innovaruio   ecuador have commission poyry to prepare a feasibility study for a new urban rapid mass transit system
neutral,erkki jarvinen   president of rautakirja and the head of the sanoma trade division   will leave his current task in spring 2009 for a similar position outside the sanoma group
neutral,ethanol would be make from barley   and production could start in 2008
neutral,exel composite in brief exel composite be a technology company which design   manufacture and market composite profile and tube for industrial application
neutral,exel be headquarter in mantyharju in finland
neutral,facade in riga 8 march 2010   finnish construction company yit oyj hel   yty1v say today that it will build the frame and the facade in a tower construction project in riga
neutral,fancy dan on the move fab glasgow gift and interior store fancy dans be move
neutral,financial statement include the consolidated financial statement of the group   the board of director   report   the auditor   report and the corporate governance statement
neutral,financialwire tm be not a press release service   and receive no compensation for its news   opinion or distribution
positive,finnair expand   finnair plan to add more flight on route to hong kong   india and russia
neutral,finnish bank of _ land will launch its longterm pension saving account at the beginning of june 2010
positive,finnish food company raisio oyj hel   raivv say today it will buy british snack and confectionery company big bear group plc for an enterprise value of eur 953 million usd 1299 m
neutral,finnish industrial group ruukki group plc omx helsinki   rug1v say on friday 14 november that its furniture business segment incap furniture have conclude personnel negotiation that be start at the end of september
neutral,finnish metal component supplier componenta on december 26   2006 apply for approval with the turkish capital market board to launch a mandatory offer for the remain share in iron and aluminium casting producer dokta dokumculuk
neutral,finnish samporosenlew manufacture approximately seven forest machine monthly   and about half of machine be export
neutral,finnline have six ship under construction in china with delivery schedule between the first quarter of 2011 and the final quarter of 2012
neutral,finnline will announce in week 17 of 2006 what measure it will take to tackle the situation
positive,firm 28 october 2009   finnish lifting equipment maker konecrane oyj hel   kcr1v say today it acquire we machine tool solution unlimited in cincinnati   ohio   for an undisclosed sum
neutral,follow the issue   the new share will constitute 10 percent of the firm s capital
neutral,for the purpose of the possible acquisition   pkc would establish a subsidiary in poland
neutral,found in 1923   finnair be one of the world s old airline and fly to 60 destination with a fleet of 63 aircraft   employ 9500 people
neutral,geosentric be acquire extra financing by issue a maximum of 220000 new share and a convertible bond with subscription right for 880000 share   which have be fully subscribe
neutral,glaston s share gla1v be list on the nasdaq omx helsinki   mid cap list
neutral,ground for the notification   tiimari plc 12302010 issue capital convertible loan allocation decision by the board on 01312011
positive,growth be expect to continue in 2008
neutral,gypsii service support ten different language include korean and russian
neutral,he confirm his view on july 6
neutral,he be a member of the board of numerous company and a shareholder of the boardman ltd board specialist network
neutral,helsinki afx   cargotec say it have buy a 95 pct stake in indital construction machinery ltd   a bangalorebase company that make fork lift truck and mobile crane   for an undisclosed sum
neutral,helsinki afx   cramo say it have agree to sell cramo nederland bv cnl   its dutch machinery and equipment rental unit   to jaston groep for an undisclosed sum
neutral,helsinkibase componenta buy turkish list company dokta in october 2006 for 89 million euro   make it the large finnish investment in turkey to date
neutral,however   the offering will probably not be make at the current valuation   which partly derive from the deal in which the company be merge into a stock market shell
neutral,huhtamaki oyj stock exchange release   1692008 at 1332 huhtamaki s capital market day for institutional investor and analyst be hold in espoo   september 16   2008 start at 1330 pm finnish time
neutral,I can say categorically   no    wahlroo be quote as say by the paper   when ask about sampo s interest in make a bid for rsa
neutral,if honkarakenne start production there   it will need a partner for sawmill operation
neutral,in addition   nine fixedterm employment contract will not be extend and two people will leave the company under pension arrangement
neutral,in addition   the exist service counter area in the reception hall will be rebuild and access provide to local rail connection
neutral,in addition a reduction of nine person will be make through pension or other arrangement   the company add
neutral,in addition to the tulikivi corporation   he be also currently a member of the board of the follow company   altia corporation   jærvisuomen portti osuuskunta   osuuskunta kpy   profile vehicle oy and voimatel oy
neutral,in future   the plant will focus on the production of flange profile for wind farm tower
neutral,in return the new yorkbased private equity firm will receive a 51   stake in the latvian it and telecom group
neutral,in the baltic country   atria s target be organic growth
neutral,incap corporation stock exchange announcement 29 april 2010 at 1 pm invitation to a news conference on incap s interim report q12010 incap will publish its interim report for januarymarch 2010 on wednesday   5 may 2010
neutral,india be high on our priority since business link between our two country be also expand    tornstrom say
neutral,ionphase s second major owner be venture capital firm aura capital
neutral,iso omena be base in the matinkyla district of the southern part of the city of espoo   southern finland
neutral,it move into the no 2 spot in 2000 when it merge steel operation with avesta sheffield to form avestapolarit
neutral,itg s share in the deal be estimate at some 500000 euro   627000
neutral,its customer include local company slo oy   kiilto oy   toptronic oy   normark suomi oy   pellonpaja oy and mansner oy
positive,ixono estimate that it will hire 20 specialist in mechanical engineering   electronic design   and rd for its new unit in jyvaeskylae by the end of 2009
neutral,jensen   njastein and mike critch   the head of dovre north america business unit   will report to toivola
neutral,jukka hienonen   the current finnair ceo   will step down at the end of january 2010
neutral,kemira   headquarter in helsinki   finland   be an international chemical group comprise the business area kemira pulp   paper   kemira water   kemira specialty and kemira coating
neutral,kemira s partner in the project be st petersburg water work
neutral,kershaw take up the position with immediate effect from her previous role as marketing manager of sankey home   garden product
neutral,kone be list on the nordic exchange in helsinki
neutral,lt be operative in finland   sweden   latvia   russia and norway
neutral,last week   however   nokia announce that it will pursue a longterm relationship with microsoft   and make the window phone 7 operating system the foundation for nokia mobile phone
neutral,latvia s stockmann shopping mall be a subsidiary of finland s stockmann plc
neutral,leed be an internationally recognize green building certification system   develop by the us green building council
neutral,london afx   fortum say it have agree to sell its industrial maintenance service operation to fund manage by capman for an undisclosed sum
neutral,china unicom   nyse   chu   hkse   0762   and shse   600050   the second large mobile carrier in the country
neutral,maximum amount of termination in finland be 40 employee   the company add
neutral,measure will be launch immediately and be due to be finalize in the first quarter of 2010
neutral,metsabotnia will finance the payment of dividend   the repayment of capital and the repurchase of its own share with the fund derive from its divestment of the uruguay operation   and share in pohjolan voima   and by utilise its exist financing facility
neutral,metso s delivery will include a complete coat board line with related air system and two winder
neutral,mobile data transfer be expect to increase explosively in the lte era
neutral,most of the dividend will go to the grimaldi family
neutral,mr bakman see also expansion option on the tallinnhelisnki link   claim however   that operate the link with only a single ship be not enough
positive,mreal corporation press release on 3 november at 1035 am mreal corporation be the second good company in the material sector include eg forest industry company in the carbon disclosure leadership index cdli   nordic report 2009
neutral,mreal say there be   no ground   for the rumor   which   have be circulate in the market for some month  
neutral,nastola   axe 14 job 16 february 2010   finnish wood product technology firm raute oyj hel   rutav say today that it will transfer to nastola   southern finland   the production of its jyvaskyla plant   which will affect 14 people
neutral,neste shipping be the most likely to remain finnish as the oil sector and its transport be significant for emergency supply
neutral,net investment income
neutral,no compensation for its news   opinion or distribution
neutral,no financial detail be available
neutral,no financial detail be disclose
neutral,no financial detail be provide
neutral,no financial detail be report
neutral,no more wasteburning facility should be build
neutral,no price be give for the transaction   which merge two london company that have work together on a number of project include delivery of timetable for britain s national express east coast rail network
neutral,no pricing detail be disclose
neutral,nokia say it still expect to sell 150 more million symbian device in year to come   give an indication of how it expect the phone 7 handoff to work
neutral,nordea bank estonia be part of the large financial group in the nordic country
neutral,of the company s net sale   38   be acquire in finland   21   in other european country   40   in asia   and 1   in the us
neutral,official do not disclose the contract value
neutral,on dec 1   grimaldi acquire 15 million share and a 501percent stake in finnline
neutral,only lænnen tehtaat show a loss   but it have only recently start streamline measure
negative,operate cash flow after investment total eur 613 mn compare to eur 753 mn in the corresponding period in 2007
positive,oriolakd expect its invoicing in 2008 to be high than the comparable invoicing of 2007
neutral,otherwise the situation be under control
neutral,our customer come from the follow country   uk   usa   spain   france   italy   germany   china   hong kong   sweden   norway   netherlands   austria   belgium   switzerland   czech republic   finland   canada   russia   ukraine   denmark   ireland   south korea and liechtenstein
neutral,our customer come from the follow country   uk   usa   spain   france   italy   germany   china   sweden   norway   netherlands   austria   belgium   switzerland   czech republic   serbia   finland   canada   russia   ukraine   portugal   denmark   ireland   south korea   estonia and liechtenstein
neutral,our indepth expertise extend to the field of energy   industry   urban   mobility and water   environment
neutral,particular attention be be pay to energy efficiency in the construction of the building   as it be design to meet the requirement of energy class b   and leed certification will be apply for
neutral,paychex have more than 100 office serve approximately 554000 payroll client nationwide as of may 31   2009
neutral,payment of share shall be effect on subscription
neutral,pc digital guatemala have be use tecnoman s prepay system in telgua fix network as well as code division multiple access   or cdma   and global system for mobile communication   or gsm   since 2003
neutral,poyry be a global consulting and engineering firm focus on the energy   forest industry and infrastructure   environment sector
neutral,poyry be a global expert in consulting and engineering
neutral,poyry plc additional information by   heikki malinen   president and ceo   poyry plc tel 358 10 33 21307 poyry be a global expert in consulting and engineering
neutral,price talk be in the euribor plus 2 bps area and the sole lead be citigroup
neutral,product delivery will not be interrupt   the refiner say   give no financial detail
neutral,production be schedule to start by the end of april 2007
neutral,protalix have   42 million in cash and no sale
neutral,public service will also be available
neutral,publish by globe online   israel business news   wwwglobesonlinecom   on november 16   2009 _ copyright of globe publisher itonut 1983 ltd 2009
neutral,ramirent finland be the domestic unit of machinery rental company ramirent oyj hel   rmr1v
neutral,raute be list on the nordic exchange in helsinki
neutral,registration be require
neutral,relate link   flexiblebaseloadoperation thewartsila32generate set gasconversion this be the short of two version of this press release
neutral,rosendal at outoteccom eila paatela   vice president   corporate communication tel 358 20 529 2004   358 400 817198 email eila
neutral,runway visual range be a calculated assessment of the distance that a pilot can see down a runway
neutral,salcomp s charger manufacturing plant in india be locate in the nokia telecom park in the state of tamil nadu   in the eastern part of india
neutral,saunalahti be a part of the elisa group
neutral,say brian burton   head of it security   vodafone uk
neutral,seller be the finnish elcoteq group   the large european electronic manufacturing service company
neutral,solteq plc announcement 16122010 share repurchase 16122010 in the helsinki stock exchange solteq plc now hold a total of 486969 share include the share repurchase on 16122010
neutral,some of the most recent technology delivery include refinery technology to anrak aluminium   an iron ore pelletize plant to tata steel and iron ore sinter plant to bhushan steel
neutral,sponda plc s annual general meeting decide on 23 march 2005 to establish a shareholder   nomination committee to prepare proposal for the annual general meeting in 2006 on the composition of the board of director and their remuneration
neutral,srv will also build an aqua park with wellness area   a restaurant and a multifunctional ice arena
neutral,ssh communications security corporation be headquarter in helsinki   finland
neutral,ssh communications security corporation be headquarter in helsinki   finland
neutral,ssh establish new global sale and marketing group to be lead by george adam   adam establish global sale and marketing group to drive worldwide program support ssh tectia enterprise security solution
neutral,status   agree
neutral,steek   which be set up in 2002   be base in bordeaux   southwestern france
neutral,stockmann plc company announcement february 20   2007   at 1340 an annual summary of stockmann s stock exchange and financial press release in 2006 be available on the company s website at the address wwwstockmanncom
neutral,stora enso   a global paper   packaging and wood product company   and neste oil   a finnish company engage in the refining and marketing of oil   have inaugurate the demonstration plant at varkaus   finland for biomass to liquid production utilize forestry residue
neutral,stuk today be a full service house expert in radiation and nuclear safety issue
neutral,sullivan say some of the board   really involve a lot of work   and people should get pay for their time  
neutral,suomen paikallissanomat oy be part of alma media group and it currently publish 15 local newspaper across finland
neutral,talvivaara be list on the london stock exchange main market and nasdaq omx helsinki and be include in the ftse 250 index
neutral,tecnotree s convergent charge solution include functionality for prepaid and postpaid billing   charging and rating of voice call   video call and raw data traffic for both mobile and fixed network
neutral,telecom have a foreign investment limit of 74    but it appear that mobile vas do not   which mean that tecnoman can pick up as much as 966  
neutral,teleste bk optiflex amplifier product will be use in ongoing capacity upgrade of kdg s network to bidirectionality
neutral,teleste have some 30 office worldwide and be list on the nordic exchange in helsinki
neutral,teleste be set up in 1954 and be divide into broadband cable network and video network business area
neutral,the 2500passenger ferry will have dimension of 185 m length overall   170 m length between perpendicular   2770 m breadth and 655 m design draught
neutral,the acquisition do not have to be from the frozen food or fish sector   as long as it have synergy with lænnen tehtaat s other business
neutral,the acquisition price be not disclose
neutral,the aforementioned shareholder have inform that they will propose to the annual general meeting that the number of member of the board of director shall be five and that besides the present member of the board of director also mr lassi noponen shall be elect to the board of director
neutral,the aim of the ceo s qa session be to give further clarity on information   which have be make public already early
neutral,the board of director be authorize to decide on other term of the share issue
neutral,the bridge will be 12 km long and be locate between anasmotet by the road e20 and the new traffic junction in marieholm by the road e45
neutral,the building   with about 40 condominium each   will be build in 4 or 5 stage
neutral,the business area have operation in finland   sweden   denmark   estonia   latvia and lithuania
neutral,the buyer be real estate owner properto oy   but the company have agree not to disclose financial detail of the deal
neutral,the capital structure of solidium may be complement by other financial instrument in the future
neutral,the category be mark by maturity and the recession
neutral,the chain be to unite 4550 centre by the end of 2008
neutral,the company have some 410 employee and an annual turnover of eur65 4 m vaahto group be list on the nordic exchange in helsinki
neutral,the company be also seek possibility to relocate the luumaki personnel   some 50 people   to other upm mill
neutral,the company offer payroll service   include payroll processing   payroll tax administration   and employee pay service   include direct deposit   check sign   and readychex
neutral,the company operate its business through two reportable segment   include banking and investment service   and nonlife insurance
neutral,the company s board of director have propose a dividend of eur0 12 per share for 2006
neutral,the company s board of director will propose a dividend of eur 014 for 2008 at the annual general meeting
neutral,the company s plant in russia will continue to make tyre for its near market   while the plant in nokia in finland will manufacture tyre for other market
neutral,the company s share be list in the mid cap segment of the nasdaq omx helsinki
neutral,the company s share be quote on nasdaq omx helsinki rautaruukki oyj   rtrk
neutral,the company s us subsidiary vaisala inc acquire aviation system maintenance   inc asmi   a kansas   us base airport service company with over 26 million usd net sale in 2008
positive,the company say that it have start to investigate streamline its operation in order to meet the tighten competition on the mobile phone charger market
neutral,the company then say it will focus its resource on clinical research
neutral,the company turnover amount to meur 279 in 2007
neutral,the company website be wwwahlstromcom
neutral,the company will be part of teleste s video and broadband solution business area
neutral,the company will publish its financial statement for 2008 on february 25   2009
neutral,the company will release its 2010 result on 11 february 2011
neutral,the company will use the money for product development and research activity through 2013 in its key market finland   germany   italy and france
neutral,the continue operation mean the structure after the restructuring of the aspocomp group include aspocomp oulu and the headquarter operation
neutral,the contract cover turnkey delivery to all five airport operate by the authority   john f kennedy   laguardia   newark   teterboro and stewart international
neutral,the contract include heating plant equipment and associate installation work
neutral,the contract involve refurbish the bathroom of 189 unit as well as replumbe their water and sewer pipe
neutral,the contract comprise turnkey order for roro system for two rorocruise vessel under construction for vike line and tallink
neutral,the cost of the deal could range from 70 million to 90 million euro depend on the financial result of the two company in 2008   the statement say
neutral,the crane would be instal onboard two freighter order by singaporean ship owner masterbulk
neutral,the customer will have an access to integrated propeller and gear package from one source
neutral,the deal be subject to approval by the norwegian competition authority
neutral,the deal mean that ten person in three country will transfer to tieto
neutral,the deal will have no significant effect on the acquire company s equity ratio
neutral,the delivery be schedule for the summer and autumn of 2008
neutral,the development of the technological park   which will specialize in telecommunications and information technology   be part of the state program for the formation of technopark for hitech sector in russia
neutral,the ecommerce site and flagship will be manage by marimekko north america retail llc   a subsidiary establish in the us last year
neutral,the final price will be specify by 14 may 2010   the acquire company say
neutral,the finlandbased company say it will move into an exist 260000squarefoot facility in september
neutral,the finnish business delegation include representative from over 20 company that include nokia corp   finnfund   outokumpu oyj   oko bank   alteam oy and cargotec corp
neutral,the finnish company be build a 800000 mtyear biodiesel plant in singapore
neutral,the firm s uk head office be in rugby road   lutterworth
neutral,the first group of customer to be train will be paintshop owner and their assistant
neutral,the first stage of the contract cover 133 store and 600 cash register
neutral,the fish content of the nugget be 85    and the fish come from canada and finland
neutral,the follow information be release by comptel   tomorrow the chairman of the federal communications commission be schedule to deliver the national broadband plan to congress
neutral,the front surface of these valve plate be direct towards each other
neutral,the ground barleycorn have be fully produce in finland and will be available in store as of the beginning of 2010
neutral,the implementation of the deal be subject to the approval by the finnish competition authority
neutral,the inaugural speech will be give by hannu kyrolainen   finland s ambassador to the czech republic
neutral,the increase range will vary up to 10  
neutral,the initial estimate total value be 1744900 eur and the final award value be 1744900 eur
neutral,the internal revenue service see about 20 percent of all taxpayer wait until the last two week to file   with about 40 million return file in april
neutral,the late date for registration be on 4 april   2006
negative,the layoff will affect 240 people out of the total 320 okmetic employee in finland
neutral,the line 4 will run fully underground and will comprise 10 station which will be execute in two implementation stage
negative,the majority of the company s personnel in finland be temporarily lay off from one to six week in the period from february to june 2009 period
neutral,the mall will be finance on a parity basis by pearl plaza llc   the joint venture company establish by the chinese investor shanghai industrial investment holdings co ltd   and srv group
neutral,the maximum amount of the capital loan will be eur30 m and the minimum subscription   eur10 000
neutral,the maximum number of new share to be offer be 22 million
neutral,the measure take will cause onetime cost during the final part of 2006
neutral,the mill will have capacity to produce 500000 tonne of pulp per year
neutral,the money will be spread mainly over 2011 and 2012   the company say
neutral,the natural source of isoprene be the tree species hevea brasiliensis   also know as the rubber tree
neutral,the new activity will incur an investment of about 5 meur
neutral,the new company will likely hold an ipo on the nyse or another international stock exchange   accord to altimo which manage the alfa group s telecommunication asset and teliasonera s agreement   which have be publish on the website of the us securities and exchange commission
neutral,the new majority owner of aspocomp thailand co   ltd be certain private person belong to immediate circle of aspocomp s present joint venture partner   saha pathana interholde plc
neutral,the new organization consist of two business unit   charge   messaging and finance   administration
neutral,the new sepa cad will replace finnish bank card
neutral,the order comprise all production line for a plywood mill   company say in a statement receive by lesprom network
neutral,the order comprise four ball mill   which will be organize in two different stream for treat ore in the pilanesberg platinum mine
neutral,the order include a new crecent former   headbox   and reel
neutral,the output of the contract total 72 mwe
neutral,the party have agree not to disclose the price of the deal   the group say in a press release
neutral,the party have agree not to disclose the transaction value
neutral,the payment date be march 25   2010
neutral,the plan will result in the introduction of new and highly specialized manufacturing method and also entail change to personnel at the facility
neutral,the platform be base build on intel s secondgeneration mid platform   call moorestown
neutral,the price of the 10000 kroon par value bond be 966351 kroon in the primary issue
neutral,the proposal by the board of director on the issuance of option right will otherwise correspond to the proposal by the board of director in the notice to the general meeting
neutral,the purchase sum be about eur 10mn we 1297 mn
neutral,the recruitment be relate to the relocation of stora enso s research operation to karlstad   central sweden
neutral,the remote radio head module will be available at 4w power for 25 ghz and 35 ghz tdd frequency band
neutral,the report examine the medical equipment business structure and operation   history and product   and provide an analysis of its key medical equipment revenue line
neutral,the restructuring measure will not affect the production of packaging printing material
neutral,the sale   comprise the margarine business in finland and poland   follow the approval of the polish competition authority early in october
neutral,the sale of savcor face to cencorp will result in a profit or loss which can not yet be determine   owe to factor include the valuation of the consideration share to be receive and prevail exchange rate
neutral,the sale will be finalize in september or october   the company say
neutral,the share capital of alma medium corporation business i d 19447574 be eur 4476751380 and it be divide into 74612523 share
neutral,the share subscribe for under the stock option be register in the trade register on 20 january 2011   as of which date the new share will establish shareholder right
neutral,the ship crane   which will be manufacture by macgregor s partner plant in china   will be deliver between 20082010 for vessel order by chinese cosco   german peter dohle and hong kong base cido shipping
neutral,the ship unloader be totally enclose along the entire conveying line to the storage facility
